,0,1
102,https://www.mdpi.com/2220-9964/11/1/31,"['Received: 25 October 2021', 'Revised: 9 December 2021', 'Accepted: 26 December 2021', 'Published: 31 December 2021']"
103,https://www.mdpi.com/2311-7524/8/1/42,"['Received: 10 December 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
104,https://www.mdpi.com/2072-4292/14/1/172,"['Received: 24 November 2021', 'Revised: 21 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
105,https://www.mdpi.com/1420-3049/27/1/245,"['Received: 23 November 2021', 'Revised: 26 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
106,https://www.mdpi.com/1424-8220/22/1/295,"['Received: 24 November 2021', 'Revised: 18 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
107,https://www.mdpi.com/2072-6694/14/1/198,"['Received: 6 December 2021', 'Revised: 27 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
108,https://www.mdpi.com/2075-1729/12/1/53,"['Received: 9 December 2021', 'Revised: 29 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
109,https://www.mdpi.com/1424-2818/14/1/26,"['Received: 10 December 2021', 'Revised: 22 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
110,https://www.mdpi.com/2073-4344/12/1/43,"['Received: 16 November 2021', 'Revised: 8 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
111,https://www.mdpi.com/2073-4360/14/1/157,"['Received: 28 October 2021', 'Revised: 22 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
112,https://www.mdpi.com/2076-2615/12/1/88,"['Received: 10 November 2021', 'Revised: 6 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
113,https://www.mdpi.com/1424-8220/22/1/297,"['Received: 23 November 2021', 'Revised: 21 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
114,https://www.mdpi.com/2076-3425/12/1/62,"['Received: 3 December 2021', 'Revised: 25 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
115,https://www.mdpi.com/2071-1050/14/1/432,"['Received: 6 December 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
116,https://www.mdpi.com/2077-1444/13/1/39,"['Received: 7 September 2021', 'Revised: 15 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
117,https://www.mdpi.com/1422-0067/23/1/437,"['Received: 4 December 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
118,https://www.mdpi.com/2071-1050/14/1/427,"['Received: 16 November 2021', 'Revised: 17 December 2021', 'Accepted: 23 December 2021', 'Published: 31 December 2021']"
119,https://www.mdpi.com/2072-6643/14/1/189,"['Received: 29 November 2021', 'Revised: 20 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
120,https://www.mdpi.com/2220-9964/11/1/30,"['Received: 31 October 2021', 'Revised: 26 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
121,https://www.mdpi.com/2072-6694/14/1/191,"['Received: 5 December 2021', 'Revised: 23 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
122,https://www.mdpi.com/2073-4360/14/1/156,"['Received: 26 November 2021', 'Revised: 23 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
123,https://www.mdpi.com/2076-2607/10/1/82,"['Received: 16 November 2021', 'Revised: 19 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
124,https://www.mdpi.com/2077-0383/11/1/225,"['Received: 10 December 2021', 'Revised: 26 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
125,https://www.mdpi.com/2072-4292/14/1/171,"['Received: 1 December 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
126,https://www.mdpi.com/2223-7747/11/1/119,"['Received: 11 December 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
127,https://www.mdpi.com/2076-3417/12/1/389,"['Received: 5 November 2021', 'Revised: 22 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
128,https://www.mdpi.com/1422-0067/23/1/442,"['Received: 10 December 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
129,https://www.mdpi.com/2079-7737/11/1/53,"['Received: 18 November 2021', 'Revised: 19 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
130,https://www.mdpi.com/2504-3110/6/1/23,"['Received: 3 December 2021', 'Revised: 24 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
131,https://www.mdpi.com/2076-2615/12/1/89,"['Received: 15 November 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
132,https://www.mdpi.com/2571-9637/5/1/3,"['Received: 12 February 2021', 'Revised: 25 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
133,https://www.mdpi.com/2079-4991/12/1/142,"['Received: 13 December 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
134,https://www.mdpi.com/2072-6694/14/1/188,"['Received: 29 October 2021', 'Accepted: 26 December 2021', 'Published: 31 December 2021']"
135,https://www.mdpi.com/1422-0067/23/1/441,"['Received: 30 November 2021', 'Revised: 21 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
136,https://www.mdpi.com/2077-0383/11/1/226,"['Received: 15 November 2021', 'Revised: 19 December 2021', 'Accepted: 21 December 2021', 'Published: 31 December 2021']"
137,https://www.mdpi.com/2071-1050/14/1/434,"['Received: 3 December 2021', 'Revised: 26 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
138,https://www.mdpi.com/2073-4425/13/1/100,"['Received: 3 December 2021', 'Revised: 22 December 2021', 'Accepted: 22 December 2021', 'Published: 31 December 2021']"
139,https://www.mdpi.com/2072-4292/14/1/170,"['Received: 29 November 2021', 'Revised: 21 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
140,https://www.mdpi.com/2077-1444/13/1/40,"['Received: 15 August 2021', 'Revised: 30 November 2021', 'Accepted: 23 December 2021', 'Published: 31 December 2021']"
141,https://www.mdpi.com/1420-3049/27/1/248,"['Received: 24 November 2021', 'Revised: 21 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
142,https://www.mdpi.com/1422-0067/23/1/440,"['Received: 6 December 2021', 'Revised: 26 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
143,https://www.mdpi.com/1999-4923/14/1/91,"['Received: 13 November 2021', 'Revised: 21 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
144,https://www.mdpi.com/2218-1989/12/1/28,"['Received: 24 November 2021', 'Revised: 16 December 2021', 'Accepted: 25 December 2021', 'Published: 31 December 2021']"
145,https://www.mdpi.com/2072-6643/14/1/188,"['Received: 3 December 2021', 'Revised: 23 December 2021', 'Accepted: 23 December 2021', 'Published: 31 December 2021']"
146,https://www.mdpi.com/2072-4292/14/1/174,"['Received: 18 November 2021', 'Revised: 23 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
147,https://www.mdpi.com/2226-4310/9/1/21,"['Received: 7 October 2021', 'Revised: 15 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
148,https://www.mdpi.com/2218-1997/8/1/23,"['Received: 19 November 2021', 'Revised: 17 December 2021', 'Accepted: 26 December 2021', 'Published: 31 December 2021']"
149,https://www.mdpi.com/2072-6694/14/1/197,"['Received: 15 November 2021', 'Revised: 22 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
150,https://www.mdpi.com/1420-3049/27/1/249,"['Received: 22 November 2021', 'Revised: 21 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
151,https://www.mdpi.com/1660-4601/19/1/437,"['Received: 29 November 2021', 'Revised: 27 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
152,https://www.mdpi.com/2226-4310/9/1/22,"['Received: 2 November 2021', 'Revised: 22 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
153,https://www.mdpi.com/2071-1050/14/1/421,"['Received: 30 November 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
154,https://www.mdpi.com/2076-3417/12/1/390,"['Received: 21 October 2021', 'Revised: 23 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
155,https://www.mdpi.com/2072-6694/14/1/199,"['Received: 4 December 2021', 'Revised: 23 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
156,https://www.mdpi.com/2075-1680/11/1/17,"['Received: 5 December 2021', 'Revised: 29 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
157,https://www.mdpi.com/1424-8220/22/1/300,"['Received: 29 November 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
158,https://www.mdpi.com/1660-4601/19/1/438,"['Received: 17 November 2021', 'Revised: 17 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
159,https://www.mdpi.com/1422-0067/23/1/445,"['Received: 20 December 2021', 'Revised: 29 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
160,https://www.mdpi.com/2073-4360/14/1/155,"['Received: 29 November 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
161,https://www.mdpi.com/1996-1944/15/1/296,"['Received: 25 November 2021', 'Revised: 22 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
162,https://www.mdpi.com/2076-3425/12/1/63,"['Received: 8 December 2021', 'Revised: 26 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
163,https://www.mdpi.com/2076-3417/12/1/392,"['Received: 16 November 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
164,https://www.mdpi.com/2075-163X/12/1/56,"['Received: 8 November 2021', 'Revised: 27 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
165,https://www.mdpi.com/2076-3417/12/1/391,"['Received: 1 December 2021', 'Revised: 26 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
166,https://www.mdpi.com/1660-4601/19/1/440,"['Received: 16 October 2021', 'Revised: 22 December 2021', 'Accepted: 25 December 2021', 'Published: 31 December 2021']"
167,https://www.mdpi.com/2077-0375/12/1/58,"['Received: 11 November 2021', 'Revised: 26 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
168,https://www.mdpi.com/2075-4701/12/1/70,"['Received: 28 November 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
169,https://www.mdpi.com/2304-6740/10/1/5,"['Received: 7 December 2021', 'Revised: 21 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
170,https://www.mdpi.com/2306-5354/9/1/10,"['Received: 1 December 2021', 'Revised: 20 December 2021', 'Accepted: 25 December 2021', 'Published: 31 December 2021']"
171,https://www.mdpi.com/2077-0383/11/1/228,"['Received: 17 November 2021', 'Revised: 21 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
